Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,3,0,100000,3880,47476.0,51356.0,51356.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_2,3,100000,200000,3880,193266.0,197146.0,97146.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_3,8,200000,300000,3880,289563.0,293443.0,93443.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_4,3,300000,400000,3880,394879.0,398759.0,98759.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_5,3,400000,500000,3880,431416.0,435296.0,35296.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_6,8,500000,600000,3880,535082.0,538962.0,38962.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_7,3,600000,700000,3880,649095.0,652975.0,52975.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_8,3,700000,800000,3880,726751.0,730631.0,30631.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_9,8,800000,900000,3880,853717.0,857597.0,57597.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_10,3,900000,1000000,3880,994879.0,998759.0,98759.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_11,3,1000000,1100000,3880,1089620.0,1093500.0,93500.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_12,8,1100000,1200000,3880,1189563.0,1193443.0,93443.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_13,3,1200000,1300000,3880,1252441.0,1256321.0,56321.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_14,3,1300000,1400000,3880,1394879.0,1398759.0,98759.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_15,8,1400000,1500000,3880,1444893.0,1448773.0,48773.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_16,3,1500000,1600000,3880,1586707.0,1590587.0,90587.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
F1,P1_17,3,1600000,1700000,3880,1621072.0,1624952.0,24952.0,Scheduled - Deadline Met,Yes,Yes,537.0696952342987,8.951161587238312,2,132.0,Proven Optimal (Gap = 0%)
