Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F14,P14_4,3,600000,800000,11627,654721.0,666348.0,66348.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_5,3,800000,1000000,11627,904756.0,916383.0,116383.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_6,8,1000000,1200000,11627,1111418.0,1123045.0,123045.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_7,3,1200000,1400000,11627,1302561.0,1314188.0,114188.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_8,3,1400000,1600000,11627,1410798.0,1422425.0,22425.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_9,8,1600000,1800000,11627,1641690.0,1653317.0,53317.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_10,3,1800000,2000000,11627,1901283.0,1912910.0,112910.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_11,3,2000000,2200000,11627,2017581.0,2029208.0,29208.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F14,P14_12,8,2200000,2400000,11627,2302042.0,2313669.0,113669.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F15,P15_1,1,0,800000,10897,116974.0,127871.0,127871.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F15,P15_2,1,800000,1600000,10897,959361.0,970258.0,170258.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F15,P15_3,8,1600000,2400000,10897,1690977.0,1701874.0,101874.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F16,P16_1,6,0,800000,2869,236156.0,239025.0,239025.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F16,P16_2,6,800000,1600000,2869,937166.0,940035.0,140035.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F16,P16_3,8,1600000,2400000,2869,1748462.0,1751331.0,151331.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_1,6,0,200000,3562,34208.0,37770.0,37770.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_2,6,200000,400000,3562,253509.0,257071.0,57071.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_3,8,400000,600000,3562,505476.0,509038.0,109038.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_4,6,600000,800000,3562,632731.0,636293.0,36293.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_5,6,800000,1000000,3562,800000.0,803562.0,3562.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_6,8,1000000,1200000,3562,1148583.0,1152145.0,152145.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_7,6,1200000,1400000,3562,1255094.0,1258656.0,58656.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_8,6,1400000,1600000,3562,1422521.0,1426083.0,26083.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_9,8,1600000,1800000,3562,1678855.0,1682417.0,82417.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_10,6,1800000,2000000,3562,1917017.0,1920579.0,120579.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_11,6,2000000,2200000,3562,2000000.0,2003562.0,3562.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F17,P17_12,8,2200000,2400000,3562,2339207.0,2342769.0,142769.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F18,P18_1,5,0,400000,2050,15728.0,17778.0,17778.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F18,P18_2,5,400000,800000,2050,637087.0,639137.0,239137.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F18,P18_3,8,800000,1200000,2050,1107670.0,1109720.0,309720.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F18,P18_4,5,1200000,1600000,2050,1274581.0,1276631.0,76631.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F18,P18_5,5,1600000,2000000,2050,1861582.0,1863632.0,263632.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F18,P18_6,8,2000000,2400000,2050,2298294.0,2300344.0,300344.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F19,P19_1,6,0,800000,1311,242766.0,244077.0,244077.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F19,P19_2,6,800000,1600000,1311,957954.0,959265.0,159265.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
