Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F46,P46_11,7,1000000,1100000,6945,1067577,1074522,74522,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F46,P46_12,7,1100000,1200000,6945,1121938,1128883,28883,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F47,P47_1,3,0,400000,3598,21775,25373,25373,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F47,P47_2,3,400000,800000,3598,421775,425373,25373,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F47,P47_3,3,800000,1200000,3598,821775,825373,25373,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_1,7,0,100000,9682,29953,39635,39635,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_2,7,100000,200000,9682,230982,240664,140664,Scheduled - Deadline Missed,Yes,No,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_3,7,200000,300000,9682,257799,267481,67481,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_4,7,300000,400000,9682,318809,328491,28491,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_5,7,400000,500000,9682,510306,519988,119988,Scheduled - Deadline Missed,Yes,No,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_6,7,500000,600000,9682,630982,640664,140664,Scheduled - Deadline Missed,Yes,No,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_7,7,600000,700000,9682,657799,667481,67481,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_8,7,700000,800000,9682,712160,721842,21842,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_9,7,800000,900000,9682,910306,919988,119988,Scheduled - Deadline Missed,Yes,No,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_10,7,900000,1000000,9682,1030982,1040664,140664,Scheduled - Deadline Missed,Yes,No,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_11,7,1000000,1100000,9682,1057799,1067481,67481,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F48,P48_12,7,1100000,1200000,9682,1112160,1121842,21842,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F5,P5_1,4,0,400000,9237,119376,128613,128613,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F5,P5_2,4,400000,800000,9237,496342,505579,105579,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F5,P5_3,4,800000,1200000,9237,896342,905579,105579,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F6,P6_1,7,0,400000,5831,220387,226218,226218,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F6,P6_2,7,400000,800000,5831,620387,626218,226218,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F6,P6_3,7,800000,1200000,5831,1020387,1026218,226218,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F7,P7_1,4,0,400000,600,131948,132548,132548,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F7,P7_2,4,400000,800000,600,508914,509514,109514,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F7,P7_3,4,800000,1200000,600,908914,909514,109514,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F8,P8_1,7,0,400000,2840,226314,229154,229154,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F8,P8_2,7,400000,800000,2840,626314,629154,229154,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F8,P8_3,7,800000,1200000,2840,1026314,1029154,229154,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F9,P9_1,8,0,400000,9161,105458,114619,114619,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F9,P9_2,8,400000,800000,9161,482424,491585,91585,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
F9,P9_3,8,800000,1200000,9161,882424,891585,91585,Scheduled - Deadline Met,Yes,Yes,2700.1119549274445,45.00186591545741,Time Limit Exceeded,21227605.0,Gurobi Status: 9
